element_type,osmid,geometry,bicycle,crossing,highway,horse,crossing:markings,ford,intermittent,crossing:island,tactile_paving,nodes,smoothness,surface,foot,layer,segregated,tunnel,width,cycleway,lanes,note,access,description,historic,name,website,footway,motor_vehicle,lit,bridge,operator,service,store,postal_code,oneway,source,road_marking,covered,button_operated,wheelchair,access_aisle,ski,snowmobile,public_transport,public_transport:version,railway,addr:city,addr:country,addr:housenumber,addr:state,addr:street,incline,step_count,check_date,dog,stroller,indoor,level,ramp,handrail
way,258237162,"LINESTRING (-112.1018029 33.6493951, -112.1017954 33.6494071, -112.1017954 33.6494216, -112.101806 33.6494355, -112.1018203 33.6494418, -112.1018438 33.6494418, -112.1018597 33.6494304, -112.1018696 33.6494166, -112.1018802 33.6494008, -112.1019029 33.6493863, -112.1019271 33.6493724, -112.1019483 33.6493623, -112.1019763 33.6493535, -112.1020013 33.649351, -112.1020346 33.649356, -112.1020634 33.6493661, -112.1020861 33.64938, -112.1021073 33.6493857, -112.1021293 33.6493838, -112.1021479 33.6493723, -112.1021677 33.6493286, -112.1021961 33.6492964, -112.1022236 33.6492763, -112.1022604 33.6492591, -112.1023091 33.6492495, -112.1023444 33.6492495, -112.1023681 33.649251, -112.1024095 33.6492617, -112.1024564 33.649288, -112.1024874 33.6493164, -112.1025087 33.6493483, -112.1025148 33.6493812, -112.1025142 33.6494198, -112.1025008 33.6494689, -112.1024783 33.6495084, -112.102472 33.649522, -112.1026375 33.6493484, -112.1026351 33.6489228, -112.102634 33.6485782, -112.1026339 33.6485478, -112.1026005 33.6485169, -112.1025584 33.6484809, -112.1017354 33.648488, -112.1015183 33.6484898, -112.1014892 33.64849)",,,footway,,,,,,,"[8964051098, 8964051099, 8964051100, 8964051101, 8964051102, 8964051103, 8964051104, 8964051105, 8964051106, 8964051107, 8964051108, 8964051109, 8964051110, 8964051111, 8964051112, 8964051113, 8964051114, 8964051115, 8964051116, 2636296984, 2636296974, 2636296963, 2636296957, 2636296953, 2636296947, 2636296948, 2636296949, 2636296954, 2636296960, 2636296969, 2636296978, 2636296986, 2636296992, 2636296993, 2636296994, 2636296998, 2636296979, 2636296859, 2636296820, 2636296813, 2636296805, 2636296791, 2636296794, 8964050992, 2636296795]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258237163,"LINESTRING (-112.1023475 33.6485371, -112.1025212 33.6485357, -112.1025747 33.6485782)",,,footway,,,,,,,"[2636296809, 2636296807, 2636296819]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258237180,"LINESTRING (-112.1009424 33.6489469, -112.1009523 33.6491338, -112.1012631 33.6491345, -112.10135 33.6491832)",,,footway,,,,,,,"[2636296865, 2636296920, 2636296921, 2636296936]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258237188,"LINESTRING (-112.1025747 33.6485782, -112.102634 33.6485782, -112.1026612 33.6485697, -112.1026776 33.6485489, -112.1026769 33.6485221, -112.1026716 33.6483157)",,,footway,,,,,,,"[2636296819, 2636296820, 2636296817, 2636296814, 8964051187, 1011194928]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258237196,"LINESTRING (-112.10135 33.6491832, -112.101455 33.6492321, -112.1016444 33.6493969, -112.1019278 33.6496198, -112.1019924 33.6496706, -112.1021036 33.6497605, -112.1021712 33.6498214)",,,footway,,,,,,,"[2636296936, 2636296945, 2636296991, 8964051057, 2636297012, 2636297027, 2636297042]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,258237199,"LINESTRING (-112.1022646 33.6500143, -112.1017667 33.6500131, -112.1010427 33.6500145, -112.1009205 33.649912, -112.1009162 33.6492284, -112.1009196 33.6491689, -112.1009334 33.6491538, -112.1009523 33.6491338)",,,footway,,,,,,,"[2636297094, 2636297097, 2636297099, 2636297064, 2636296944, 2636296933, 2636296927, 2636296920]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968897539,"LINESTRING (-112.1014962 33.6485809, -112.1015149 33.6485809, -112.1015277 33.6485708, -112.1015465 33.6485669, -112.1016718 33.64862, -112.1016812 33.6486334, -112.1018153 33.6488806)",,,footway,,,,,,,"[8964050989, 8964050984, 8964050983, 8964050982, 8964050981, 8964050980, 8964050979]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968897540,"LINESTRING (-112.1015183 33.6484898, -112.1015109 33.6485334, -112.1015042 33.6485619, -112.1014962 33.6485809, -112.1014814 33.6486116, -112.1014626 33.6486484, -112.1014439 33.648673, -112.1014255 33.6487)",,,footway,,,,,,,"[8964050992, 8964050991, 8964050990, 8964050989, 8964050988, 8964050987, 8964050986, 8964050985]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968897547,"LINESTRING (-112.1014063 33.6486908, -112.1014255 33.6487, -112.101584 33.6487763, -112.1015552 33.6488365, -112.1015872 33.6488579)",,,footway,,,,,,,"[2636296827, 8964050985, 8964051034, 8964051033, 8964051032]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968897549,"LINESTRING (-112.1019278 33.6496198, -112.1018985 33.6496454, -112.1019092 33.6496599, -112.1019079 33.6496777, -112.1019086 33.6496973, -112.1019018 33.6497185)",,,footway,,,,,,,"[8964051057, 8964051056, 8964051055, 8964051054, 8964051053, 8964051052]",,concrete,,,,,,,,,,,,,,,,,,,,"Kohl's, 17232 N 19th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,175683798,"LINESTRING (-112.2405849 33.6597995, -112.2405902 33.6598535, -112.2405931 33.6599058, -112.2406099 33.660039, -112.240627 33.6601194, -112.2406749 33.6601686, -112.2407648 33.6602129, -112.2408415 33.6602324, -112.2409423 33.6602303, -112.2410365 33.6602161, -112.2410882 33.6602126, -112.2411614 33.660219, -112.2412302 33.6602599, -112.2413236 33.6602905, -112.2414196 33.6602983, -112.241523 33.6602903, -112.2416563 33.6602783, -112.2418416 33.6602544, -112.2420557 33.6602243, -112.2422729 33.6601779, -112.2424685 33.660128, -112.2425213 33.6600931, -112.2426167 33.66002, -112.242707 33.6599379, -112.2427968 33.6598695, -112.2428948 33.6597786, -112.2429863 33.659687, -112.2430238 33.659652, -112.2430707 33.6596277, -112.2431612 33.6596207, -112.2432198 33.6596173, -112.243329 33.6595893, -112.2434268 33.6595799, -112.2435594 33.6595724, -112.2437168 33.6595562, -112.2438203 33.6595404, -112.243861 33.6595144, -112.243884 33.659465, -112.2439108 33.659419, -112.243935 33.6593734, -112.2439749 33.6593146, -112.243994 33.6592887, -112.2440502 33.6592621, -112.2441279 33.6592518, -112.2442397 33.6592608, -112.2443492 33.6592995, -112.244458 33.6593516, -112.2445332 33.6593839, -112.2445856 33.6594184, -112.2446105 33.659456, -112.2446184 33.6595011, -112.2446035 33.6595761, -112.2445817 33.6596559, -112.2445778 33.6597464, -112.2446054 33.6598433, -112.2446179 33.6599233, -112.244594 33.6599703, -112.2445667 33.6600073, -112.2445316 33.6600309, -112.244486 33.660061, -112.2444322 33.6600997, -112.2443751 33.6601497, -112.2443449 33.6602135, -112.2443238 33.6602956, -112.2443084 33.6603806, -112.2443069 33.6604494, -112.2443255 33.6605265, -112.2443274 33.6605687, -112.2443047 33.6606039, -112.2442748 33.6606342, -112.2442197 33.6606626, -112.2441559 33.6607001, -112.2440796 33.6607562, -112.2440243 33.6608173, -112.2440093 33.660852, -112.2440031 33.6609141, -112.2440014 33.6609804, -112.2439778 33.6610438, -112.2439386 33.6610963, -112.2438968 33.6611467, -112.2438383 33.661218, -112.2437784 33.6612758, -112.2436977 33.6613286, -112.2435894 33.661395, -112.2434673 33.6614687, -112.2434281 33.6615367, -112.2434042 33.6616451, -112.243397 33.6617459, -112.2434282 33.6618489, -112.2434677 33.6619542, -112.2434701 33.662042, -112.2434319 33.6621137, -112.2433896 33.6621887, -112.2433538 33.6622866, -112.2433405 33.6623786, -112.2433304 33.6624773, -112.243289 33.6625542, -112.2432267 33.6626468, -112.2431695 33.6627319, -112.2431182 33.6628038, -112.2430603 33.6628303, -112.2429997 33.6628615, -112.2429205 33.6629078, -112.242866 33.6629649, -112.2428157 33.6630479, -112.2427839 33.6631456, -112.2427591 33.6632544, -112.2427605 33.6633298, -112.2427929 33.6633733, -112.2428113 33.6634076, -112.2428238 33.6634534, -112.2428255 33.6634981, -112.2428013 33.6635523, -112.2427429 33.6636298, -112.2426971 33.6636834, -112.2426675 33.6637019, -112.2426214 33.6636882, -112.2425423 33.6636425, -112.2424821 33.6636135, -112.2424494 33.6636112, -112.2423991 33.663629, -112.2423297 33.6636568, -112.2422947 33.6636654, -112.2422337 33.6636527, -112.2421531 33.6636173, -112.2420968 33.6636073, -112.2420062 33.6636061, -112.2418533 33.6636045, -112.2416937 33.663601, -112.2415276 33.6635917, -112.241351 33.6635912, -112.2411739 33.6635881, -112.2410937 33.6635869, -112.2410194 33.6635716, -112.2409478 33.6635618, -112.2408407 33.6635506, -112.2407606 33.6635607, -112.2406565 33.6635942, -112.2405701 33.6636239, -112.2405035 33.6636643, -112.2404459 33.6636879, -112.2403711 33.6636967, -112.2402908 33.6637112, -112.2401947 33.6637304, -112.2401284 33.6637508, -112.2400457 33.6637853, -112.2399527 33.663815, -112.2398841 33.6638173, -112.2397943 33.6638076, -112.2397081 33.6637928, -112.2396166 33.6638015, -112.2395075 33.6638174, -112.2394145 33.6638165, -112.2393138 33.6637972, -112.2392143 33.663778, -112.2391628 33.6637871, -112.2391015 33.6638208, -112.239044 33.6638358, -112.2389896 33.6638291, -112.2389501 33.6638009, -112.2388974 33.6637562, -112.2388648 33.6637503, -112.2388193 33.6637624, -112.2388095 33.6637934, -112.2388207 33.6638508, -112.2388395 33.6639585, -112.238835 33.6640064, -112.2388179 33.664065, -112.2388179 33.6641108, -112.2388354 33.6641711, -112.2388408 33.6642226, -112.238829 33.6642882, -112.2388214 33.6643359, -112.238836 33.6644004, -112.2388743 33.6644706, -112.238927 33.6645169, -112.2389813 33.6645319, -112.239049 33.664527, -112.239122 33.6645096, -112.2391859 33.6644874, -112.2392159 33.6644908, -112.2392404 33.6645074, -112.2392748 33.6645476, -112.2392945 33.6645961, -112.239331 33.6646295, -112.2393694 33.6646368, -112.239407 33.664632, -112.2394538 33.6646038, -112.2395015 33.6645805, -112.2395431 33.6645714, -112.2395842 33.6645729, -112.2397038 33.6645916, -112.2397807 33.6645988, -112.2398889 33.6645878, -112.2400177 33.6645644, -112.2401318 33.6645458, -112.2401986 33.6645404, -112.2402909 33.6645493, -112.2403975 33.6645768, -112.2405162 33.6645816, -112.2406637 33.6645793, -112.2408114 33.6645821, -112.2409014 33.6645654, -112.2409671 33.6645467, -112.2410403 33.6645402, -112.2411499 33.6645355, -112.2412544 33.6645347, -112.2413846 33.6645376, -112.2415231 33.6645321, -112.2416559 33.6645197, -112.2417962 33.6644955, -112.2419369 33.6644788, -112.2420313 33.6644692, -112.2421388 33.6644767, -112.2422557 33.6644779, -112.2423987 33.6644696, -112.2425442 33.6644577, -112.2426327 33.6644461, -112.2426776 33.6644178, -112.2426974 33.6643872, -112.2427171 33.6643646, -112.2427422 33.6643393, -112.2427719 33.6643275, -112.2428217 33.6643232, -112.242905 33.6643574, -112.2429585 33.6643671, -112.2430213 33.6643564, -112.2430699 33.6643256, -112.2431169 33.6642883, -112.2431654 33.664248, -112.2432358 33.6641975, -112.2432705 33.6641617, -112.243284 33.6641317, -112.2432666 33.6640857, -112.2432481 33.6640401, -112.2432541 33.6640033, -112.2432698 33.6639779, -112.2432878 33.6639158, -112.2433066 33.6638424, -112.2433246 33.663808, -112.2433557 33.6637657, -112.2434037 33.6637117, -112.2434229 33.6636841, -112.243419 33.6636487, -112.2434205 33.6636101, -112.2434277 33.6635689, -112.2434448 33.6635175, -112.2434853 33.6634487, -112.2435542 33.6633897, -112.2436036 33.6633079, -112.2436459 33.6632389, -112.2436821 33.6631899, -112.2437503 33.6631381, -112.2438752 33.6630775, -112.2440232 33.663007, -112.2440984 33.662954, -112.2441751 33.6628862, -112.2442355 33.6628241, -112.2442948 33.662756, -112.2442938 33.6627012, -112.2442729 33.6626466, -112.2442688 33.6625995, -112.2442965 33.6625361, -112.244308 33.6624898, -112.2443088 33.6624561, -112.2442535 33.66241, -112.2442149 33.6624012, -112.2441917 33.6623805, -112.2441981 33.6623501, -112.2442303 33.6623375, -112.2442836 33.6623562, -112.2443143 33.662389, -112.2443686 33.6624393, -112.2444216 33.6624528, -112.2444708 33.6624522, -112.2445369 33.6624382, -112.2445895 33.6624046, -112.244615 33.6623661, -112.2446605 33.6623191, -112.24469 33.6623001, -112.2447308 33.6622627, -112.2447679 33.662227, -112.244769 33.6621948, -112.2447598 33.6621556, -112.244755 33.6621182, -112.2447601 33.6620695, -112.244758 33.6619921, -112.2447898 33.6619243, -112.2449019 33.661821, -112.2449707 33.6617349, -112.2450034 33.6616404, -112.245029 33.6615453, -112.2450746 33.6614251, -112.2451271 33.6613339)",,,footway,,,,,,,"[1862516562, 1862516652, 1862516771, 1862516931, 1862517019, 1862517039, 1862517064, 1862517078, 1862517077, 1862517069, 1862517062, 1862517073, 1862517101, 1862517111, 1862517116, 1862517110, 1862517105, 1862517100, 1862517075, 1862517051, 1862517025, 1862516993, 1862516913, 1862516824, 1862516706, 1862516521, 1862516357, 1862516315, 1862516305, 1862516298, 1862516290, 1862516234, 1862516228, 1862516214, 1862516198, 1862516182, 1862516152, 1862516092, 1862516038, 1862515990, 1862515934, 1862515915, 1862515902, 1862515876, 1862515881, 1862515925, 1862515973, 1862516014, 1862516036, 1862516079, 1862516141, 1862516219, 1862516333, 1862516453, 1862516638, 1862516806, 1862516874, 1862516888, 1862516922, 1862516948, 1862516997, 1862517031, 1862517068, 1862517114, 1862517132, 1862517144, 1862517161, 1862517171, 1862517196, 1862517203, 1862517207, 1862517212, 1862517236, 1862517243, 1862517248, 1862517253, 1862517277, 1862517283, 1862517291, 1862517313, 1862517320, 1862517353, 1862517367, 1862517400, 1862517434, 1862517447, 1862517474, 1862517490, 1862517515, 1862517524, 1862517550, 1862517556, 1862517587, 1862517633, 1862517674, 1862517760, 1862517801, 1862517856, 1862517894, 1862517914, 1862517924, 1862517942, 1862517959, 1862517977, 1862518006, 1862518047, 1862518115, 1862518155, 1862518163, 1862518173, 1862518184, 1862518191, 1862518203, 1862518233, 1862518246, 1862518256, 1862518249, 1862518234, 1862518227, 1862518225, 1862518232, 1862518239, 1862518243, 1862518237, 1862518228, 1862518223, 1862518222, 1862518221, 1862518220, 1862518217, 1862518216, 1862518214, 1862518213, 1862518209, 1862518207, 1862518201, 1862518206, 1862518219, 1862518230, 1862518241, 1862518248, 1862518252, 1862518260, 1862518273, 1862518278, 1862518294, 1862518323, 1862518327, 1862518314, 1862518298, 1862518306, 1862518329, 1862518325, 1862518302, 1862518292, 1862518296, 1862518331, 1862518337, 1862518333, 1862518304, 1862518282, 1862518276, 1862518286, 1862518300, 1862518343, 1862518370, 1862518382, 1862518404, 1862518413, 1862518427, 1862518461, 1862518475, 1862518507, 1862518535, 1862518571, 1862518593, 1862518610, 1862518606, 1862518589, 1862518581, 1862518583, 1862518587, 1862518628, 1862518665, 1862518670, 1862518691, 1862518673, 1862518668, 1862518655, 1862518634, 1862518635, 1862518663, 1862518667, 1862518661, 1862518632, 1862518625, 1862518623, 1862518629, 1862518650, 1862518657, 1862518653, 1862518659, 1862518633, 1862518627, 1862518621, 1862518617, 1862518615, 1862518619, 1862518612, 1862518595, 1862518585, 1862518577, 1862518567, 1862518573, 1862518575, 1862518569, 1862518564, 1862518558, 1862518538, 1862518530, 1862518521, 1862518509, 1862518504, 1862518486, 1862518516, 1862518523, 1862518513, 1862518489, 1862518478, 1862518469, 1862518460, 1862518424, 1862518415, 1862518408, 1862518384, 1862518381, 1862518374, 1862518362, 1862518341, 1862518317, 1862518288, 1862518262, 1862518247, 1862518236, 1862518224, 1862518208, 1862518195, 1862518182, 1862518172, 1862518146, 1862518105, 1862518074, 1862518041, 1862518023, 1862517992, 1862517973, 1862517947, 1862517920, 1862517901, 1862517881, 1862517855, 1862517824, 1862517792, 1862517764, 1862517745, 1862517714, 1862517703, 1862517676, 1862517666, 1862517663, 1862517668, 1862517683, 1862517740, 1862517744, 1862517743, 1862517739, 1862517706, 1862517671, 1862517644, 1862517635, 1862517627, 1862517619, 1862517589, 1862517563, 1862517557, 1862517552, 1862517545, 1862517522, 1862517512, 1862517482, 1862517473, 1862517465, 1862517412, 1862517370]",excellent,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186721246,"LINESTRING (-112.236725 33.653271, -112.2367243 33.6534536, -112.2367253 33.653622, -112.2367274 33.6538034)",yes,,footway,designated,,,,,,"[1974701350, 1974701352, 1974701355, 1974701356]",excellent,concrete,yes,,,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,186721262,"LINESTRING (-112.2392505 33.6418994, -112.2391952 33.6419946, -112.23917 33.6420401, -112.2391403 33.6420993, -112.2390863 33.6422066, -112.238988 33.642389, -112.2388932 33.6425808, -112.2388508 33.6426793, -112.2387638 33.6428541, -112.2386947 33.642997, -112.238653 33.6431657, -112.2386143 33.6433316, -112.2385934 33.6434755, -112.2385863 33.6436336, -112.2385847 33.6437957, -112.2385837 33.6439837, -112.2385874 33.6441821, -112.2385885 33.644358, -112.2385944 33.644554, -112.2385964 33.6447331, -112.2386177 33.6448793, -112.2386479 33.6450267, -112.2386696 33.6451763, -112.2386875 33.6453191, -112.2386933 33.6454637, -112.238687 33.6456098, -112.2386909 33.6456706, -112.2386918 33.6456947, -112.2386779 33.6457309, -112.2386653 33.6457455, -112.2386498 33.6457736, -112.2386323 33.6458117, -112.2386317 33.6458595, -112.2386206 33.6459, -112.238568 33.6460427, -112.2385323 33.6461347, -112.2384686 33.6462699, -112.238406 33.6464329, -112.2383568 33.6465892, -112.2383095 33.646759, -112.2382716 33.6469154, -112.2382418 33.6470824, -112.2382297 33.647243, -112.2382114 33.647417, -112.2381856 33.6475746, -112.2381623 33.6477433, -112.2381446 33.647939, -112.2381202 33.6481319, -112.2380836 33.6483793, -112.2380532 33.6486442, -112.238031 33.6489214, -112.2380298 33.6490923, -112.238021 33.6492013, -112.238025 33.6493161, -112.2380271 33.6494272, -112.238036 33.649577, -112.2380597 33.6497367, -112.238076 33.6498785, -112.2380789 33.6500174, -112.2380719 33.6501144, -112.2380474 33.6502552, -112.2380055 33.6504096, -112.237947 33.6505715, -112.237931 33.6506278, -112.2379089 33.6506605, -112.23787 33.6506758, -112.2378139 33.650697, -112.2377614 33.6507151, -112.2377119 33.65077, -112.2376713 33.6508201, -112.2375467 33.651049, -112.2373909 33.6514595, -112.2373437 33.6516218, -112.2373356 33.6516859, -112.2373511 33.6519663, -112.2373653 33.6521108, -112.237361 33.6521546, -112.2373282 33.6522105, -112.237295 33.6522534, -112.2371509 33.6523721, -112.2370512 33.6524554, -112.2369553 33.6525359, -112.236808 33.6529082, -112.2367634 33.6530384, -112.2367347 33.6531234, -112.236724 33.6531942, -112.236725 33.653271)",designated,,footway,designated,,,,,,"[3229018107, 1974701157, 1974701158, 1974701160, 1974701162, 1974701166, 1974701168, 1974701170, 1974701172, 1974701174, 1974701177, 1974701178, 1974701179, 1974701180, 1974701181, 1974701184, 1974701185, 1974701187, 1974701189, 1974701191, 1974701192, 1974701195, 1974701197, 1974701199, 1974701201, 1974701202, 3747297790, 3747297791, 1974701205, 3747297792, 1974701207, 3747297793, 3747297794, 1974701208, 1974701210, 1974701213, 1974701215, 1974701219, 1974701221, 1974701223, 1974701225, 1974701226, 1974701227, 1974701231, 1974701234, 1974701238, 1974701245, 1974701248, 1974701252, 1974701256, 1974701259, 3747297795, 1974701265, 3747297796, 1974701273, 1974701280, 3747297797, 1974701291, 3747297798, 1974701295, 1974701298, 1974701303, 1974701311, 3747297810, 3747297811, 1974701314, 3747297813, 1974701317, 3747297815, 3747297816, 1974701322, 1974701332, 1974701334, 3747297828, 1974701336, 1974701337, 3747297835, 3747297836, 1974701339, 1974701340, 3747297861, 1974701342, 1974701346, 3747297893, 1974701347, 3747297897, 1974701350]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,186721272,"LINESTRING (-112.2373988 33.6529391, -112.2373567 33.6529117, -112.2372903 33.6528932, -112.2370625 33.6528919, -112.2369904 33.6528923)",designated,,footway,designated,,,,,,"[3747297890, 3747297888, 3747297883, 1974701344, 3747297882]",excellent,concrete,designated,-1,no,,,,,,yes,,,,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
