element_type,osmid,geometry,bicycle,crossing,highway,horse,crossing:markings,ford,intermittent,crossing:island,tactile_paving,nodes,smoothness,surface,foot,layer,segregated,tunnel,width,cycleway,lanes,note,access,description,historic,name,website,footway,motor_vehicle,lit,bridge,operator,service,store,postal_code,oneway,source,road_marking,covered,button_operated,wheelchair,access_aisle,ski,snowmobile,public_transport,public_transport:version,railway,addr:city,addr:country,addr:housenumber,addr:state,addr:street,incline,step_count,check_date,dog,stroller,indoor,level,ramp,handrail
way,189617155,"LINESTRING (-112.2205622 33.6623963, -112.2206204 33.662382, -112.22068 33.6623473, -112.2206924 33.6623087, -112.2206601 33.6622687, -112.2206519 33.6622319, -112.2206485 33.662146, -112.2206535 33.6620599, -112.2206532 33.661997, -112.2206511 33.6619663, -112.2206402 33.6619302, -112.2206369 33.6618934, -112.2206418 33.6618577, -112.2206567 33.6618363, -112.2206899 33.6618071, -112.2207238 33.6617906, -112.2207759 33.6617847, -112.2208272 33.6617836, -112.2208886 33.6617985, -112.2209212 33.6618253, -112.2209536 33.6618769, -112.2209866 33.6619152, -112.2210173 33.6619517, -112.2210664 33.6619741, -112.2211514 33.6620103, -112.221237 33.6620353, -112.2213348 33.6620697, -112.2213725 33.6620915, -112.2214157 33.6621188, -112.2214742 33.6621582, -112.2215342 33.6621879, -112.2216108 33.6621985, -112.2216805 33.6621933, -112.2217522 33.66218, -112.2218273 33.6621651, -112.2218954 33.6621463, -112.2219479 33.6621375, -112.2219914 33.6621377, -112.2220343 33.6621662, -112.2220739 33.6622035, -112.2221227 33.6622454, -112.2221623 33.6622715, -112.2222082 33.6622945, -112.2222546 33.6623164, -112.2223221 33.6623474, -112.2223841 33.6623807, -112.2224306 33.6624292, -112.2224823 33.66248, -112.2225496 33.66251, -112.2226024 33.6625234, -112.2226489 33.6625477, -112.2226762 33.6625713, -112.2227338 33.6626175, -112.2227713 33.6626637, -112.2228108 33.662723, -112.2228454 33.6627833, -112.2228803 33.6628461, -112.2229245 33.6629253, -112.2229401 33.6629925, -112.2229435 33.6630521, -112.222941 33.6630848, -112.2229192 33.6631201, -112.2228897 33.6631664, -112.2228679 33.6632021, -112.2228685 33.6632332, -112.2228713 33.6632783, -112.2228937 33.6633187, -112.2229225 33.6633602, -112.2229245 33.66342, -112.2229216 33.6634717, -112.2229177 33.6635361, -112.222893 33.6635858, -112.222868 33.6636305, -112.2228479 33.6636926, -112.2228402 33.6637334, -112.2228395 33.6637865, -112.2228617 33.6638159, -112.2228855 33.6638395, -112.2228959 33.6638691, -112.222898 33.6639314, -112.222887 33.663985, -112.2228729 33.6640248, -112.2228469 33.664065, -112.2228171 33.6641312, -112.2228105 33.6641711, -112.2228332 33.6642049, -112.2228449 33.6642492, -112.2228468 33.664284, -112.2228356 33.6643306, -112.2228254 33.6643738, -112.2228304 33.6644166, -112.2228341 33.6644588, -112.2228312 33.6645022, -112.2228207 33.6645387, -112.2228185 33.6645812, -112.2228351 33.6646216, -112.2228587 33.6646685, -112.2228728 33.6647001, -112.2228768 33.6647581, -112.2228786 33.6648203, -112.2228857 33.6648759, -112.2228881 33.6649399, -112.2228842 33.6650077, -112.2228849 33.6650728, -112.2228788 33.6651303, -112.2228513 33.6651738, -112.2228072 33.6652274, -112.2228053 33.6652783, -112.2228239 33.6653215, -112.2228736 33.6653623, -112.2229162 33.6653725, -112.2229461 33.6653707, -112.2229718 33.6653652, -112.2229919 33.665354, -112.2230013 33.6653328, -112.2229905 33.6652837, -112.2229727 33.6652406, -112.2229681 33.6652033, -112.222992 33.6651796, -112.223025 33.6651614, -112.2230463 33.6651552, -112.2230984 33.665139, -112.223171 33.665118, -112.2232667 33.6650948, -112.2233487 33.6650758, -112.2234063 33.6650534, -112.223473 33.6650264, -112.2235676 33.6649815, -112.2236538 33.664945, -112.2237603 33.6649218, -112.2238452 33.6648922, -112.2238985 33.6648532, -112.2239188 33.6648308, -112.2239428 33.6648097, -112.2239875 33.6647847, -112.2240249 33.6647588, -112.2240573 33.6647158, -112.2240925 33.664647, -112.2241228 33.6645843, -112.2241603 33.6644957, -112.2241763 33.66442, -112.2241696 33.6643495, -112.2241493 33.6642738, -112.2241269 33.6641821, -112.2241103 33.6640959, -112.2241193 33.6640392, -112.2241504 33.6639644, -112.2241913 33.6638709, -112.2242166 33.6637708, -112.2242228 33.6637116, -112.2242425 33.6636656, -112.2242781 33.663618, -112.2243109 33.6635716, -112.2243294 33.6635064, -112.2243449 33.6634396, -112.2243723 33.6633739, -112.2244248 33.6633211, -112.2244717 33.663269, -112.2245016 33.6632073, -112.2245326 33.6631342, -112.2245536 33.6630623, -112.2246012 33.6629878, -112.2246698 33.662931, -112.2247476 33.6628658, -112.224765 33.6628144, -112.2247943 33.662746, -112.2248321 33.6626863, -112.2248699 33.6626294, -112.2249186 33.6625786, -112.2249707 33.6625223, -112.2250128 33.6624622, -112.2250488 33.6624025, -112.2250844 33.6623346, -112.2250969 33.6622862, -112.2251259 33.6622366, -112.2251635 33.6621953, -112.2251919 33.6621405, -112.2252348 33.6620903, -112.2252837 33.6620451, -112.2253153 33.6619949, -112.2253182 33.6619574, -112.2252948 33.6619122, -112.2252577 33.661866, -112.2252684 33.6618293, -112.225296 33.6617668, -112.2253358 33.6616975, -112.2253787 33.6616601, -112.225444 33.6616109, -112.225503 33.6615566, -112.2255504 33.6615069, -112.2255963 33.6614577, -112.2256545 33.6614097, -112.2256987 33.6613632, -112.22575 33.6613049, -112.2257898 33.6612487, -112.2258106 33.6611908, -112.225851 33.6611373, -112.2258998 33.6610805, -112.2259531 33.6610288, -112.2259898 33.6609743, -112.2260332 33.6609168, -112.2260763 33.6608682, -112.2261307 33.660807, -112.2261923 33.6607346, -112.2262427 33.6606637, -112.2262802 33.6606203, -112.2263233 33.6605873, -112.2263813 33.6605625, -112.2264313 33.6605314, -112.2264753 33.6604852, -112.2265095 33.660448, -112.2265628 33.6604156, -112.2266337 33.660384, -112.2267144 33.6603543, -112.2267898 33.6603228, -112.2268577 33.660291, -112.2269124 33.6602457, -112.2269739 33.6601837, -112.2270324 33.6601234, -112.2271001 33.6600712, -112.2271584 33.660047, -112.2272323 33.6600401, -112.2272988 33.6600423, -112.2274335 33.6600701, -112.2274904 33.6600897, -112.2275428 33.6601105, -112.2276416 33.6601558, -112.2276851 33.6601746, -112.2277095 33.6601659, -112.2277728 33.6601243, -112.2278477 33.6600738, -112.2278843 33.6600485, -112.2279492 33.6600216, -112.22801 33.6599947, -112.2280341 33.6599436, -112.2280504 33.6598712, -112.2280382 33.6598301, -112.2279904 33.6597996, -112.2279079 33.6597623, -112.2278397 33.6597246, -112.2277614 33.6596842, -112.2276919 33.6596517, -112.2275971 33.6596126, -112.2275046 33.6595765, -112.2274137 33.6595437, -112.2273162 33.6595195, -112.2272184 33.6595008, -112.2271143 33.6594981, -112.2270129 33.6595032, -112.2269508 33.6594926, -112.2268923 33.6594583, -112.2268335 33.6594135, -112.2267673 33.6593733, -112.2267083 33.6593327, -112.2266544 33.6592775, -112.2265921 33.6592679, -112.226527 33.6592735, -112.2264661 33.6592598, -112.2263985 33.659246, -112.2262267 33.6591475, -112.2261712 33.6591106, -112.2261528 33.6591071, -112.2260954 33.6591105, -112.2260536 33.6590929, -112.2260103 33.6590649, -112.2259757 33.6590195, -112.225937 33.6589641, -112.2259096 33.658909, -112.2258872 33.6588495, -112.2258658 33.6587826, -112.2258429 33.6587245, -112.2258228 33.6586857, -112.2258174 33.6586332, -112.225817 33.6585654, -112.2258159 33.6584985, -112.225823 33.6584281, -112.2258282 33.6583641, -112.2258401 33.6582978, -112.2258271 33.6582362, -112.2258211 33.6581745, -112.2258362 33.6581195, -112.2258622 33.6580667, -112.2258596 33.6580228, -112.2258552 33.6579804, -112.2258622 33.6579422, -112.2258857 33.6578967, -112.2259233 33.6578389, -112.2259411 33.6577828, -112.2259572 33.6577211, -112.2259734 33.6576584, -112.2259898 33.6575928, -112.2259988 33.6575263, -112.2260018 33.6574656, -112.2259846 33.657403, -112.2259678 33.6573417, -112.2259546 33.6572763, -112.2259487 33.6572136, -112.2259495 33.6571614, -112.2259683 33.657115, -112.2259939 33.6570747, -112.2260166 33.6570327, -112.2260329 33.6569815, -112.2260168 33.6569429, -112.2259835 33.6569135, -112.2259386 33.6568979, -112.2258888 33.656891, -112.2258473 33.6568874, -112.2258004 33.6569185, -112.2257552 33.656941, -112.2256932 33.6569425, -112.2256404 33.6569221, -112.225568 33.6568967, -112.225505 33.6568629, -112.225441 33.6568309, -112.2253728 33.6568044, -112.2253028 33.6567845, -112.2252648 33.6567867, -112.2252182 33.6568003, -112.2251602 33.6568226, -112.2251109 33.6568198, -112.225048 33.656796, -112.2250041 33.656747, -112.2249632 33.656679, -112.2249306 33.6566195, -112.2248984 33.6565548, -112.2248621 33.6564759, -112.2248237 33.6563943, -112.2248043 33.6563423, -112.2247974 33.6562873, -112.2248015 33.6562353, -112.2248047 33.6561736, -112.2247724 33.6561119, -112.2247284 33.6560526, -112.2246989 33.6559986, -112.2246864 33.6559466, -112.2246855 33.6558815, -112.2246952 33.6558189, -112.2246992 33.6557569, -112.2246832 33.6556994, -112.2246474 33.6556462, -112.2246381 33.6555895, -112.224616 33.6555388, -112.2245862 33.6555038, -112.224564 33.6554665, -112.2245466 33.6554202, -112.2245198 33.6553525, -112.2244813 33.6552974, -112.224434 33.6552453, -112.2243992 33.655194, -112.2243827 33.6551279, -112.224381 33.6550592, -112.2243591 33.6549756, -112.2243221 33.654896, -112.2242797 33.6548188, -112.2242475 33.6547773, -112.2242029 33.6547579, -112.2241078 33.6547339, -112.2239889 33.6547102, -112.2238319 33.6546708, -112.2237246 33.6546418, -112.2236786 33.6546336, -112.223619 33.6546352, -112.2235618 33.6546388, -112.2235115 33.6546297, -112.2234597 33.6546074, -112.2234151 33.6545892, -112.2233687 33.6545834, -112.2233177 33.6545663, -112.2232728 33.6545459, -112.2232371 33.6545248, -112.2231967 33.6545061, -112.2231497 33.6544994, -112.2231006 33.6544964, -112.2230414 33.6544796, -112.2230049 33.6544547, -112.2229506 33.654429, -112.2228975 33.6544364, -112.2228305 33.6544533, -112.2227537 33.6544541, -112.2226878 33.654439, -112.2226205 33.6544081, -112.2225509 33.6543744, -112.2224833 33.6543427, -112.2224126 33.654323, -112.2223323 33.6543093, -112.2222543 33.6542975, -112.2221833 33.654283, -112.2221246 33.6542586, -112.2220565 33.6542319, -112.2219975 33.6542209, -112.2219439 33.6542293, -112.2218731 33.6542499, -112.2218057 33.654268, -112.2217584 33.6542563, -112.2217023 33.6542404, -112.2216547 33.6542306, -112.22159 33.6542275, -112.2215183 33.6542429, -112.2214169 33.6542543, -112.2213132 33.6542717, -112.2211893 33.6542934, -112.221083 33.6542834, -112.2209865 33.6542719, -112.2209076 33.6542795, -112.2208459 33.6543103, -112.2208098 33.6543469, -112.2207886 33.6543873, -112.2207646 33.6544294, -112.2207239 33.6544723, -112.2206782 33.6545018, -112.2206159 33.6545514, -112.2205896 33.654601, -112.2205968 33.6546465, -112.2206236 33.6546943, -112.2206473 33.6547286, -112.2206682 33.6547622, -112.220688 33.6547848, -112.2207338 33.6548149, -112.2207682 33.65485, -112.2207945 33.6548916, -112.2208236 33.6549296, -112.2208396 33.6549677, -112.2208291 33.6549901, -112.2207906 33.6550061, -112.2207082 33.6550203, -112.2205531 33.6550091)",,,footway,,,,,,,"[2002070990, 2002070981, 2002070961, 2002070945, 2002070928, 2002070912, 2002070843, 2002070781, 2002070763, 2002070755, 2002070747, 2002070731, 2002070725, 2002070722, 2002070717, 2002070713, 2002070712, 2002070710, 2002070714, 2002070720, 2002070728, 2002070737, 2002070749, 2002070756, 2002070765, 2002070773, 2002070784, 2002070800, 2002070826, 2002070858, 2002070883, 2002070889, 2002070885, 2002070881, 2002070868, 2002070845, 2002070835, 2002070837, 2002070872, 2002070891, 2002070921, 2002070930, 2002070941, 2002070950, 2002070963, 2002070978, 2002071009, 2002071025, 2002071035, 2002071039, 2002071048, 2002071050, 2002071065, 2002071085, 2002071111, 2002071131, 2002071157, 2002071193, 2002071230, 2002071278, 2002071290, 2002071299, 2002071319, 2002071328, 2002071335, 2002071345, 2002071353, 2002071361, 2002071369, 2002071377, 2002071382, 2002071395, 2002071412, 2002071435, 2002071448, 2002071465, 2002071472, 2002071475, 2002071486, 2002071513, 2002071533, 2002071543, 2002071553, 2002071568, 2002071576, 2002071583, 2002071586, 2002071604, 2002071645, 2002071655, 2002071660, 2002071668, 2002071675, 2002071681, 2002071682, 2002071687, 2002071696, 2002071699, 2002071715, 2002071736, 2002071748, 2002071756, 2002071763, 2002071774, 2002071786, 2002071796, 2002071807, 2002071823, 2002071838, 2002071848, 2002071854, 2002071852, 2002071849, 2002071845, 2002071841, 2002071825, 2002071810, 2002071806, 2002071799, 2002071794, 2002071792, 2002071789, 2002071783, 2002071779, 2002071776, 2002071770, 2002071768, 2002071761, 2002071758, 2002071752, 2002071750, 2002071741, 2002071739, 2002071733, 2002071728, 2002071726, 2002071710, 2002071691, 2002071686, 2002071673, 2002071661, 2002071651, 2002071593, 2002071578, 2002071559, 2002071546, 2002071523, 2002071493, 2002071461, 2002071443, 2002071424, 2002071405, 2002071391, 2002071381, 2002071373, 2002071364, 2002071355, 2002071344, 2002071329, 2002071310, 2002071283, 2002071216, 2002071197, 2002071167, 2002071145, 2002071121, 2002071093, 2002071069, 2002071054, 2002071037, 2002071019, 2002070996, 2002070958, 2002070932, 2002070915, 2002070888, 2002070842, 2002070796, 2002070779, 2002070761, 2002070753, 2002070735, 2002070726, 2002070721, 2002070709, 2002070704, 2002070698, 2002070693, 2002070688, 2002070676, 2002070648, 2002070633, 2002070632, 2002070623, 2002070619, 2002070612, 2002070607, 2002070599, 2002070589, 2002070581, 2002070568, 2002070547, 2002070536, 2002070523, 2002070515, 2002070495, 2002070485, 2002070478, 2002070471, 2002070463, 2002070447, 2002070445, 2002070434, 2002070432, 2002070425, 2002070419, 2002070411, 2002070398, 2002070383, 2002070365, 2002070357, 2002070352, 2002070355, 2002070363, 2002070370, 2002070376, 2002070386, 2002070393, 2002070389, 3911982805, 3911982772, 2002070359, 2002070339, 2002070337, 2002070329, 2002070322, 2002070311, 2002070305, 2002070294, 2002070287, 2002070281, 2002070276, 2002070272, 2002070257, 2002070254, 2002070250, 2002070239, 2002070237, 2002070242, 2002070234, 2002070232, 2002070222, 2002070217, 2002070207, 2002070202, 2002070196, 2002070200, 2002070190, 2002070189, 2002070177, 2002070172, 2002070170, 2002070171, 2002070167, 2002070164, 2002070160, 2002070157, 2002070153, 2002070147, 2002070142, 2002070138, 2002070132, 2002070127, 2002070121, 2002070115, 2002070099, 2002070087, 2002070079, 2002070070, 2002070061, 2002070051, 2002070042, 2002070033, 2002070027, 2002070014, 2002070005, 2002069999, 2002069992, 2002069984, 2002069975, 2002069965, 2002069953, 2002069950, 2002069945, 2002069936, 2002069920, 2002069910, 2002069901, 2002069892, 2002069885, 2002069875, 2002069866, 2002069858, 2002069843, 2002069838, 2002069833, 2002069831, 2002069846, 2002069853, 2002069856, 2002069849, 2002069836, 2002069825, 2002069811, 2002069803, 2002069792, 2002069794, 2002069800, 2002069810, 2002069807, 2002069797, 2002069784, 2002069774, 2002069766, 2002069755, 2002069743, 2002069730, 2002069724, 2002069711, 2002069699, 2002069691, 2002069683, 2002069677, 2002069670, 2002069662, 2002069653, 2002069644, 2002069633, 2002069628, 2002069613, 2002069608, 2002069600, 2002069594, 2002069589, 2002069583, 2002069577, 2002069563, 2002069546, 2002069532, 2002069520, 2002069511, 2002069492, 2002069479, 2002069465, 2002069452, 2002069445, 2002069441, 2002069433, 2002069415, 2002069402, 2002069392, 2002069394, 2002069401, 2002069389, 2002069374, 2002069366, 2002069361, 2002069352, 2002069345, 2002069343, 2002069339, 2002069334, 2002069331, 2002069328, 2002069320, 2002069299, 2002069302, 2002069315, 2002069318, 2002069305, 2002069289, 2002069275, 2002069260, 2002069250, 2002069244, 2002069239, 2002069231, 2002069218, 2002069205, 2002069196, 2002069201, 2002069212, 2002069220, 2002069216, 2002069208, 2002069203, 2002069199, 2002069210, 2002069214, 2002069223, 2002069237, 2002069233, 2002069224, 2002069226, 2002069246, 2002069262, 2002069281, 2002069301, 2002069324, 2002069337, 2002069347, 2002069371, 2002069407, 2002069428, 2002069439, 2002069448, 2002069455, 2002069463, 2002069469, 2002069477, 2002069482, 2002069490, 2002069496, 2002069502, 2002069506, 2002069503]",excellent,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,371126017,"LINESTRING (-112.2374556 33.6524206, -112.2374117 33.6524151, -112.2373919 33.6524101, -112.237383 33.6524046, -112.2373698 33.6523968, -112.2373574 33.6523837, -112.2373456 33.6523704, -112.2373419 33.6523574, -112.2373379 33.6523199, -112.2373406 33.6522833)",designated,,footway,designated,,,,,,"[3747297860, 3747297859, 3747297858, 3747297856, 3747297855, 3747297852, 3747297848, 3747297844, 3747297841, 3747297839]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126018,"LINESTRING (-112.2376929 33.6514056, -112.2377167 33.6514866, -112.2377101 33.6515422, -112.2377289 33.6516278, -112.2377919 33.6518779, -112.237814 33.6520772, -112.2378245 33.6522644, -112.2378302 33.6524408, -112.2378228 33.6524823, -112.237852 33.6525327)",designated,,footway,designated,,,,,,"[3747297822, 3747297824, 3747297825, 3747297826, 8726792607, 3747297832, 3747297837, 6735144973, 6735144972, 3747297865]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126020,"LINESTRING (-112.2361764 33.6525865, -112.2361906 33.6525556, -112.2362161 33.6525294, -112.2362348 33.6525137, -112.2366952 33.651413, -112.2369674 33.650746, -112.2369808 33.6506643, -112.2369835 33.6505677, -112.2369602 33.6504295, -112.2369089 33.6503173, -112.236887 33.6502621, -112.2369019 33.6502322, -112.236914 33.6502558)",designated,,footway,designated,,,,,,"[3747297877, 8726792608, 3747297866, 3747297864, 3747297823, 3747297814, 3747297812, 3747297808, 3747297805, 3747297803, 3747297802, 3747297800, 3747297801]",excellent,concrete,designated,-1,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126021,"LINESTRING (-112.2374565 33.6516276, -112.2375062 33.6518456, -112.237508 33.6519194, -112.2374773 33.6520462, -112.237482 33.6520777, -112.2374877 33.6522671, -112.2374867 33.6524593, -112.2374898 33.6524976, -112.2374807 33.6525324, -112.2374541 33.6525633)",designated,,footway,designated,,,,,,"[3747297827, 3747297829, 3747297830, 3747297831, 3747297833, 3747297838, 3747297862, 3747297863, 3747297867, 3747297871]",good,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126027,"LINESTRING (-112.2404914 33.6388627, -112.2404601 33.6389563, -112.2404254 33.6390725, -112.2403943 33.6391727, -112.2403583 33.6393318, -112.2403158 33.6394874, -112.2402696 33.6396647, -112.2402278 33.6397997, -112.2401382 33.6401637, -112.2401083 33.6402567, -112.2400857 33.6403428, -112.24004 33.6404924, -112.2399953 33.6406328, -112.2399049 33.6408607, -112.2398769 33.6409214, -112.2397453 33.6411171, -112.2396429 33.6412741, -112.2395382 33.6414252, -112.2393877 33.64175, -112.2393481 33.641818, -112.2393189 33.6418475, -112.2392763 33.6418687, -112.2392505 33.6418994)",designated,,footway,designated,,,,,,"[1974701004, 1974701017, 1974701043, 1974701050, 1974701064, 1974701080, 1974701090, 1974701111, 1974701122, 1974701126, 1974701130, 1974701134, 1974701136, 1974701141, 3747297788, 1974701142, 1974701144, 1974701146, 1974701151, 1974701153, 3747297789, 1974701155, 3229018107]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126030,"LINESTRING (-112.2373653 33.6521108, -112.237482 33.6520777)",designated,,footway,designated,,,,,,"[1974701337, 3747297833]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126034,"LINESTRING (-112.2373574 33.6523837, -112.2373754 33.6523726, -112.2373876 33.652365, -112.2374156 33.6523477)",designated,,footway,designated,,,,,,"[3747297852, 3747297849, 3747297847, 3747297842]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126035,"LINESTRING (-112.2370889 33.6525862, -112.2373216 33.6525843, -112.2374138 33.6525792, -112.2374541 33.6525633)",designated,,footway,designated,,,,,,"[3747297873, 3747297875, 3747297872, 3747297871]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126037,"LINESTRING (-112.2371384 33.6500475, -112.2373356 33.6505659, -112.237497 33.650979, -112.2375892 33.6512023, -112.2376486 33.6513193, -112.2376929 33.6514056)",designated,,footway,designated,,,,,,"[3747297799, 3747297809, 3747297818, 3747297819, 3747297820, 3747297822]",excellent,concrete,designated,-1,no,,,,,,yes,,,New River Trail,,,no,,yes,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126039,"LINESTRING (-112.2370625 33.6528919, -112.2370195 33.652981, -112.2369414 33.6531552, -112.2368625 33.6533845, -112.2367895 33.6536153, -112.2367625 33.6536981, -112.2367274 33.6538034)",designated,,footway,designated,,,,,,"[1974701344, 1974701345, 1974701349, 1974701351, 1974701354, 8726792606, 1974701356]",excellent,concrete,designated,-1,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126040,"LINESTRING (-112.2355017 33.6525264, -112.2355409 33.6525567, -112.2357384 33.6525546, -112.2358793 33.6525847, -112.2360366 33.652584, -112.2361764 33.6525865, -112.2361859 33.6525867)",designated,,footway,designated,,,,,,"[9441587401, 3747297870, 3747297868, 3747297876, 3747297874, 3747297877, 11341595765]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126041,"LINESTRING (-112.237295 33.6522534, -112.2373406 33.6522833, -112.2373815 33.6523101, -112.2374156 33.6523477, -112.2374556 33.6524206, -112.2374867 33.6524593)",designated,,footway,designated,,,,,,"[1974701339, 3747297839, 3747297840, 3747297842, 3747297860, 3747297862]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126043,"LINESTRING (-112.236914 33.6502558, -112.2369549 33.6503332, -112.2370172 33.6504473, -112.2370392 33.650491, -112.2371306 33.6507262, -112.2371926 33.6508979, -112.2373834 33.651375, -112.2374565 33.6516276)",designated,,footway,designated,,,,,,"[3747297801, 3747297804, 3747297806, 3747297807, 8726792609, 3747297817, 3747297821, 3747297827]",excellent,concrete,designated,-1,no,,,,,,yes,,,New River Trail,,,no,,yes,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
way,371126045,"LINESTRING (-112.2373419 33.6523574, -112.237364 33.6523519, -112.2373808 33.6523582, -112.2373876 33.652365, -112.2373937 33.6523806, -112.2373948 33.6523917, -112.237383 33.6524046)",designated,,footway,designated,,,,,,"[3747297844, 3747297843, 3747297845, 3747297847, 3747297851, 3747297854, 3747297856]",excellent,concrete,designated,,no,,,,,,yes,,,New River Trail,,,no,,,,,"Walmart Supercenter, 18551 N 83rd Ave &, W Union Hills Dr",,,,,,,yes,,,,,,,,,,,,,,,,,,,,
